id,artist,title,lyrics
5175146,Tame Impala,One More Hour,"Just a moment
Right before all the song and dance
Wasn't brave enough to tell you
But there ain't gonna be another chance
It's not long until (All that I have)
And everything's still (One more hour)
Minutes are racing, whatever I've done
I did it for love (All that I have)
I did it for fun (One more hour)
Couldn't get enough (All that I have)
I did it for fame (One more hour)
But never for money
Not for houses, not for her
Not for my future children
Until now
How could I love again?
How could I ever ask for more?
And to the road ahead
Into a life I can't ignore
(Lose her) How could I love again?
(Move on) How can I walk this path for sure?
(Lose her) With no more time to spare
(Move on) I know the answer more and more
You might also like
As long as I can, long as I can
Spend some time alone
As long as I can, long as I can
Be the man I am
Ooh, life is strange
For one more hour
I can rage
For one more hour
As long as I can (Lose her), as long as I can (Move on)
Spend some time alone
As long as I can (Lose her), as long as I can (Move on)
Remember who I am
As long as I can (Lose her), as long as I can (Move on)
Spend some time alone
As long as I can (How could I love again?), as long as I can
Be the man I am
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare
One more hour and you'll know your life is one to share
Just a minute, baby, right before we go from here
All those people said we wouldn't last a minute near
I'm with you and I could roll into another year
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare
One more hour and you'll know your life is one to share
Just a minute, baby, right before we go from here
All those people said we wouldn't last a minute near
I'm with you and I could roll into another year
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare"
136103,Tame Impala,Apocalypse Dreams,"This could be the day that we push through
It could be the day that all our dreams come true
For me and you
Till we're at the end of just another day
Are you too terrified to try your best?
Just to end up with an educated guess
Like success
Like those times you wake up mystified
Oh, it feels so real in my sleep
Never held something so close I couldn't keep
Into the day, the strangest feeling
Do you really live without the fear that
Everything is changing
And there's nothing I can do
My world is turning pages
While I am just sitting here
Well, am I getting closer?
Will I ever get there?
Does it even matter?
You might also like
Do I really need it?
Push it out the window
On and on, we all go
(This could be the day that we push through)
Into another morning
Doesn't even matter
It was only yesterday
(It could be the day that all our dreams come true)
Didn't even know you
Now I'm gonna miss you
(Oh, it feels so real in my sleep
Never held something so close I couldn't...)
Nothing ever changes
No matter how long you do your hair
Looks the same to everyone else
Everything is changing
I guess I should warn my mum
But she'll just be excited"
5175455,Tame Impala,On Track,"I close my front door and turn on the light
I let out a breath and hold in a sigh
Ain't nothin' new, ain't that much in sight
And if I'm counting days, dream fruition ain't what it's looking like
But strictly speaking, I'm still on track
Strictly speaking, I'm holding on
More than a minor setback
But strictly speaking, I'm still on track
And all of my dreams are still in sight
'Cause strictly speaking, I've got my whole life
I lost a wheel a while back
But strictly speaking, I'm still on track
Challenges falling in my lap
Strung out again, but still on track
I know it's unrealistic, over-optimistic
I know I tried before this, I know it's nearly August
I know I can't ignore this, looking forward to all this
Sayin', ""Babe, I just adore this"" and, ""Babe, can we afford this?""
I know it's been a slow year, nothin' much to show here
I didn't really go for it, so not a lot to show for it
You might also like
The hardest part is over, adjusting makes it slower
So glad you're comin' over, a wall to bring us closer
The world ain't waitin' for ya, nothin' to lose it over
We're just a little older, the rest comes easy
The rest comes easy
('Cause life's like that)
But strictly speaking, I'm still on track
Strictly speaking, I'm holding back
Troubles keep falling in my lap
Yeah, but strictly speaking, I'm still on track
So tell everyone I'll be alright
'Cause strictly speaking, I've got my whole life
More than one major setback
But strictly speaking, I'm still on track (Yeah)
The hardest part is over, adjusting makes it slower (Ooh)
So glad you're comin' over, a wall to bring us closer (Still on track, motherfucker)
The world ain't waitin' for ya, nothin' to lose it over
We're just a little older, the rest gets easy
The rest gets easy"
136131,Tame Impala,It Is Not Meant To Be,"I wanted her, I wanted her
But she doesn't like the life that I lead
She doesn't like the life that I lead
Doesn't like sand stuck on her feet
Or sittin' around smokin' weed
I must seem more like a friend in need
And I boast that it is meant to be
But, in all honesty, I don't have a hope in hell
I'm happy just to watch her move
And in all honesty, I don't have a hope in hell
I'm happy just to watch her move
And she doesn't like the friends that I make
Doesn't make friends for friendship's sake
She just gets bored sitting by the lake
Her soul won't surface and her heart won't ache
And I boast that it is meant to be
But, in all honesty, I don't have a hope in hell
I'm happy just to watch her move
You might also like
And I thought they could cure his disease
But, in all honesty, he didn't have a hope in hell
Now we'll never see him move"
93158,Tame Impala,Why Won’t They Talk to Me?,"Out of the zone, trying to see
I'm so alone, nothing for me
I guess I'll go home, try to be sane
Try to pretend, none of it happened
Oh, this old tree, lonely old me
Whoops-a-daisy, I thought I was happy, oh
Out of this zone, now that I see
I don't need them and they don't need me
I guess I'll go home, try to be sane
Try to pretend, none of it happened
Destined to be, lonely old me
Whoops-a-daisy, I thought I was happy, oh
Ah, why won't they talk to me? (I thought I was happy)
Ah, why won't they talk to me? (I thought I was happy)
Ah, why won't they talk to me? (I thought I was happy)
Ah, why won't they talk to me?
Ah, why won't they talk to me?
But I don't even care about it anyway
I wouldn't listen to a word any of them say
They just talk about themselves all day
One day I'll be a star, and they'll be sorry
You might also like
Ah, why won't they talk to me?
Ah, why won't they talk to me?
Ah, why won't they talk to me?
Ah, why won't they talk to me?
Ah, why won't they talk to me?"
5110372,Tame Impala,One More Year,"Do you remember we were standing here a year ago?
Our minds were racing and time went slow
If there was trouble in the world, we didn't know
If we had a care, it didn't show
But now I worry our horizons bear nothing new
'Cause I get this feeling and maybe you get it too
We're on a rollercoaster stuck on its loop-de-loop
'Cause what we did one day on a whim
Has slowly become all we do
I never wanted any other way to spend our lives
I know we promised we'd be doing this 'til we die
And now I fear we might
Ooh, now I fear we might
But it's okay
I think there's a way
Why don't we just say, ""One more year""? (One more year)
Not worryin' if I get the right amount of sleep (One more year)
Not carin' if we do the same thing every week (One more year)
Of livin' like I'm only livin' for me (One more year)
Of never talkin' about where we're gonna be (One more year)
One more year
Of livin' like the free spirit I wanna be
You might also like
We got a whole year (One more year)
Fifty-two weeks
Seven days each
(One more year) Four seasons, one reason, one way
One year (One more year), one year
One year, from today
From today
I never wanted any other way to spend our lives
Now one of these is gonna be the last for all time
For all time
One more year"
5148635,Tame Impala,Tomorrow’s Dust,"There's no use trying to relate to that older soul
And no use trying to debate that they've got it wrong
There's no use pining for love when you're on your own
And no use crying outside if nobody's home
There's no use flying to the moon if they won't believe
So why do I go wrong on repeat?
I was blinded by a memory
Like it's someone else, like it wasn't me
And there's every chance I'll be learning fast
And the day will come and then it will pass
What do you want when I say I won't?
And though I try, I do the same, as though I must
And in the air of today is tomorrow's dust
There's no use trying to relate to that older soul
And no use biding your time if the bell is tolled
I was blinded by a memory
Like it's someone else, like it wasn't me
And there's every chance I'll be learning fast
And the day will come and then it will pass
You might also like
Sympathy for the fauna
Fragile life in the sauna
In the sea getting warmer
Endlessly 'round the corner
And though I try, I do the same, as though I must
And in the air of today is tomorrow's dust"
5175450,Tame Impala,Instant Destiny,"I'm about to do something crazy, no more delayin'
No destiny is too far
We can get a home in Miami, go and get married
Tattoo your name on my arm
This traffic doesn't seem quite as annoying
Quite alright, quite alright, sittin' here
Yes, reminiscent, I think this is different
I know this is different (I'm about to)
Let's cause something permanent
Just so we know we can
I'm about to do something crazy, no more delayin'
No destiny is too far
Did you say, ""And here comes forever""?
Oh, here forever, let go of me with open arms
We'll be lovers until the end of time (I'm about to)
I see it now
I see just how you're so right (I'm about to)
You're so clear now
You might also like
I'm about to do something crazy, no more delayin'
No destiny is too far
We can get a home in Miami, go and get married
Tattoo your name on my arm
Let's drink this magic potion
Of love and devotion
And then let's see how it goes"
136099,Tame Impala,Endors Toi,"Soothing repeat
I look down at my feet
It's a hypnotist's arm
And it works like a charm
But I won't be deprived
Real worlds, surreal life
Though I doubt there is time
Go to sleep, you'll be fine
In the morning you'll find
Real life was such a grind
Off I go, day is done
Where a new one's just begun"
135090,Tame Impala,Nothing That Has Happened So Far Has Been Anything We Could Control,"Nothing that has happened so far has been anything we could control
I am just here waiting for the perfect time to tell you I don't know
Maybe I'm just reading into it a little deeper than I should
We would make it easy, we would take it slowly, if only we could
Hey, what are you doing out here? You're thinking about everything, aren't you? I know it’s crazy, just don't think of it like that. Nothing has to mean anything. Come on, come back inside
Elodie, look at me, unless you're tryin' to hurt me
Heavy blow, down I go, now I just want to let go
Is it right? Is it wrong? I don't know
It's not the cause I'm fightin' for anymore, but it sucks to keep on runnin'
Eventually, there will be a time for clearer thinking
For now, I weep, can't get to sleep, I try to hold a good feeling
I just get one, here it comes, there it goes
Now we just might lose the fight, yeah, but it's alright, it wasn't our decision
Nothing that has happened so far has been anything we could control
I am just here waiting for the perfect time to tell you that I know
Every man is happy until happiness is suddenly a goal
I'll just be here waiting 'til the doctor calls and then I'll let you know"
92848,Tame Impala,Solitude Is Bliss,"Cracks in the pavement underneath my shoe
I care less and less about it and less about you
No one else around to look at me so
I can look at my shadow as much as I please
All the kicks that I can't compare to
Making friends like you're all supposed to
Oh, you will never come close to how I feel
You will never come close to how I feel
Space around me where my soul can breathe
Off-guard body that my mind can leave
Nothing else matters, I don't care what I miss
Company's okay, solitude is bliss
There's a party in my head
And no one is invited
And you will never come close to how I feel
You will never come close to how I feel
You might also like
Movement doesn't flow
Quite like it does when I'm alone
I'll be the one that's free
You and all your friends can watch me
Today
(Don't ask me how you're supposed to feel)
You will never come close to how I feel
You will never come close to how I feel
You will never come close to how I feel
You will never come close to how I feel"
456417,Tame Impala,Alter Ego,"Said the voice from afar
""Don't you know it doesn't have to be so hard?
Waiting for everyone else around to agree
Might take too long
Might take too long""
""When, it won't be so hard"" (It won't be so hard)
Well, it's true, yes, but you won't get far telling me
That you are all you're meant to be
When the one from my dream
Is sitting right next to me
And I don't know what to do
Oh, alter ego
Get them to love you, while they may
Depending on your words and wealth
The only one who's really judging you is yourself
Nobody else
Nobody else
If I could part
It wouldn't be so hard (It won't be so hard)
Well, it's true, yes, but you won't get far telling me
That you are all you're meant to be
When the one from my dream
Is sitting right next to me
And I don't know what to do
Oh, alter ego"
3321414,Tame Impala,List of People (To Try and Forget About),"Now I gotta add you to my list of people to try and forget about
Now I gotta add yours to my list of faces to try and not think about
Now I gotta tell 'em I don't care and hope that nobody might work it out
It was obviously an illusion 'cause there's never been so much I've been wrong about
And I don't want to spend all my days thinking of the one I can't live without
So I'm gonna have to add you to my list of people to try and forget about
To try and for-
And as the years go by youur name will fade out gradually
They'll think my heart went dry, but it was waiting in-
So now I gotta add you to my list of people to try and forget about
It could've been magic, nearly had ya, can you imagine? Nearly had ya
'Til it becomes another one of the things that I just can't talk about
I'm gonna have to keep you on my list of people to try and forget about
Try and for-
You might also like
(Ooh, ooh)
(Ooh, ooh)
And as the years go by your name will fade out gradually
They'll think my heart went dry, but it was waiting in the wings
And as the years go by you'll stay a banished memory
They'll say my love has died, but it was waiting in the wings"
136118,Tame Impala,Keep On Lying,"All I give are little clues
Maybe, one day, I'll get through
But there is nothing I can do
I'll just keep on lying to you
I only need to say it's true
Your poor little heart already knew
But there is nothing you can do
I'll just keep on lying to you
Should my cover ever blow
Would you ever let it go?
There is something you should know
But hell if I'd ever let it show
So here I am, trying to be strong
It was noon, now my shadow's long
I guess I'll go and tell you just as soon
As I get to the end of this song
To the end of this song
To the end of this song
To the end of this song
To the end of this song
You might also like
The curse has won again
Soon I'll be alone
Take all you can
Please understand
That it never really was love
All I give are little clues
Maybe one day I'll get through
There is nothing you could do
I'll just keep on lying to you"
136112,Tame Impala,Music to Walk Home By,"But that's only when I think of you (Think of you, think of you)
Some vision that I hold on to (Hold on to, hold on to)
You know it's everything I do (Thing I do, thing I do)
You know it's everything I do (Thing I do)
Can almost stand competing with the others
Can almost hear the fun that I should be having
Instead of all this dreaming
But it's only when I think of you (Think of you, think of you)
The mover I could turn into (Turn into, turn into)
There must be something I can do (I can do, I can do)
Yeah, there must be something I can do
I just don't know how to feel right
A beautiful girl is wasting my life
I'm playing a part as somebody else
While tryin' so hard to be myself
I just need to hear somebody say
This will all make sense one day
I guess I'm alright, but they're all doing so well
What I would give to be under that spell
You'll know soon
You'll know soon
You'll know soon
You'll know soon
You'll know soon (Yeah)
You'll know soon (Yeah)
You'll know soon (Yeah)
(Yeah, yeah, yeah)
(Yeah, yeah, yeah)
You might also like
But you don't know the truth
I'm in love with you
You just don't believe
In anything I do
In so many ways I'm somebody else
While tryin' so hard to be myself
I just need to hear somebody say
This will all make sense one day
Well it's getting late, I'd better go
I made it this far as far as I know
In so many ways I'm somebody else
While tryin' so hard to be myself
I just need to hear somebody say
This will all make..."
1445179,Tame Impala,Why Won’t You Make Up Your Mind?,"Why won't you make up your mind?
Give me a sign
Why won't you make up your mind?
Give me a sign
Am I wasting my time living in my head?
You'll be sorry when I make up mine instead
Why won't you make up your mind?
Give me a sign
Why won't you make up your mind?
Give me a sign
Am I wasting my time living in my head?
You'll be sorry when I make up mine instead"
2165829,Tame Impala,Gossip,21 ContributorsThis song is an instrumental
136128,Tame Impala,Sun’s Coming Up,"All those things I ever, thought would never end
To think they're now all memories, sends me 'round the bend
To watch her airplane swaying, coming in to land
There, my world is hanging, in someone else's hands
And if I have done something, and you have to let me go
Think of me as someone, someone that you know
But if I don't hear something, pretty soon from now
I'll disconnect completely, see how that works out
I wasn't, daring, not much a chancer
Oh, my darling, why won't you answer?
7 A.M, midnight in Dover
Sun's coming up now, I guess it's over
Playing his guitar, while he's dying of cancer
Oh, my father, why won't you answer?
7 A.M, midnight in Dover
Sun's coming up now, I guess it's over"
386690,Tame Impala,Expectation,"Everything you ever told me could have been a lie
We may never have been in love
Stuck on thinking that there is always something to lose
Or a hit from above
Or a hit from above
I don't need what I'm holding
What I'm holding on to, I wish I knew
But meanwhile...
Fluctuations are aching my soul
Expectation is taking its toll
Expectation is taking its toll
'Cause everything you ever told me could have been a lie
We may never have been in love
And then I will escape
I'll never, ever have to see another disappointed face
No one to please
Every now and then, it feels like
In all of the universe, there is nobody for me
I told myself I wouldn't care, no I wouldn't care
But when she said she'd come 'round
I combed my hair, yes, I checked my hair
You might also like
Oh, and meanwhile, meanwhile, meanwhile...
Fluctuations are aching my soul
Expectation is taking its toll
Fluctuations are aching my soul
Expectation is taking its toll
Fluctuation does make me feel old
Expectation is taking its toll
Fluctuations are aching my soul
Expectation is taking its toll
Fluctuations are aching my soul"
132479,Tame Impala,Be Above It,"I gotta be above it
Gotta be above it
Gotta be above it
Gotta be above it
And I know that I gotta be above it now
And I know that I can't let them bring me down
And I gotta bide my time as a face in the crowd
And I know that I gotta be above it now
And I know that I gotta be above it now
And I gotta bide my time as a face in the crowd
I know that I gotta be above it now
And I can't let them all just bring me down
This time I'm just gonna take it
Or I'm never gonna shake it
I'll just close my eyes and make it so that
All those little things don't affect me, now
Know that I gotta be above it now
And I can't let them all just bring me down
You might also like
This time I'm just gonna take it
Or I'm never gonna shake it
I'll just close my eyes and make it so that
All these little things don't affect me now"
5175460,Tame Impala,Glimmer,"It's like, ""Oh, bass,"" cool
You know how you make the bass better?
Crank the bass up (Yeah)
You know how to make the kick drums better?
Just crank the bass up
And then it's like, ""No, not really""
Might just find it after all
Might just find it after all
Might just find it after all
Might just find it after all
Might just find it after all
Might just find it after all"
251009,Tame Impala,Desire Be Desire Go,"Feel it come
I, I don't know how long it's gonna stay with me
Woah, I'll let desire be, desire go
Oh, dare I face the real world?
Every day, back and forth, what's it for?
What's it for? Back and forth, every day
Every day, back and forth, what's it for?
I don't know, I'll get out
Won't have to check my watch
I, I don't have the verve to belong to this dead side
Woah woah, why I ever tried, I, I don't know
Oh, dare I face the real world?
Every day, back and forth, what's it for?
What's it for? Back and forth, every day
Every day, back and forth, what's it for?
I don't know, I forget
Try to let desire be, desire go
Feel, feel it come, feel it come
I...
You might also like
Feel it come
I, I don't know how long It's gonna stay with me
Woah, I'll let desire be, desire go"
663771,Tame Impala,Lucidity,"I know where you went, but I don't know how you got there
I know where you went, but I don't know how you got there
Silver tongue hill, where you talk up what I'd play down
I would speak up, but I wouldn't know what to say
Oh, to say
Lucidity, come back to me
Put all five senses back to where they're meant to be
Oh, it's hard to tell, breaks down
There is a will, there is a way
Wandering around like spare time never knew it
I might suck, fizzle or I might just float away
(Float away)
And we'll go running off tonight
High above, where we won't even
Need to reach the sky, my love
Oh, there will be a change in the air
Nobody will be anybody else
Lucidity, come back to me
Put all five senses back to where they're meant to be
Oh, where we'll go, tiptoe
Tread boldly right down to the lair"
386718,Tame Impala,"Runway, Houses, City, Clouds","But don't remind me of home
There's everywhere I'd rather go
It's true that some things have to change
Oh no
And don't remind me of home
Or I might notice where I am
It's true that some things
Have to change
I know some things have to change
It's true that some things have to change
I know some things have to change
Oh no
I'm gazing out the window
As I ascend into the sky
But I'm the one who's left behind
I'm the one who's left behind
There is nothing that is safe
I know some things have to change
Oh yeah, I do
Yeah, I do
You might also like
But don't remind me of home
In case it isn't quite the same"
749568,Tame Impala,Sundown Syndrome,"Please don't get answers from eyes
You know that mine can't lie quite as well as yours
Just let the spare moment flow
Rounding steps as I go through the open doors
Please don't deflate from a sigh
I'd hold still every time but I'd start to shake
I wander around for days
Wondering what I'll say when they want the truth
You will never know how hard I try
To keep from waning while waiting at the start
The depth of every touch is real as you need
But words don't do any favours for me
Oh...
You will never know how hard I try
To keep from waning while waiting at the start
The depth of every touch is real as you need
But words don't do any favours for me
You might also like
You will never know how hard I try
To keep from waning while waiting at the start
The depth of every touch is real as you need
But words don't do any favours for me
You will never know how hard I try
To keep from waning while waiting at the start
The depth of every touch is real as you need
But words don't do any favours for me
You will never know how hard I try
To keep from waning while waiting at the start
The depth of every touch is real as you need
But words don't do any favours for me
Oh..."
521387,Tame Impala,Beverly Laurel,"Why do they say that they know what's right for me?
Hey, I know what's right for me
Why do they say that they know what's right for me?
Hey, I know what's right for me
I know what's right
I know what's right
I know what's right for me
I know what's right
I know what's right
I know what's right for me
(For me)
I know what's right for me
I know what's right for me
I know what's right for me
I know what's right for me"
3321422,Tame Impala,Taxi’s Here,"I was trying to resolve in a way
That felt natural
Oh, I was hoping it would come outright
Who was I kidding
Push the button and start counting down
Oh, time is crawling to the moment
Beyond which
I can choose
I can fall
I can lose, control
I concur
With the doubt
But I can’t
Turn back round
And they dread
What’s beyond
But time
Is rolling on
Rolling on
Now let’s do this right
Everybody
(And I’ll be trying)
It wouldn't come out right
You might also like
I can fold
I can lose, control
I can lose, control
I can face, the unknown
Yes, I must
Venture there
If I fail
I don’t care
(Now let’s do this right)
There’s so much
Left unclear
But it’s time
Taxi’s here"
7262964,Tame Impala,No Choice,"It doesn't matter if I want to go somewhere new
At the end of the day, I have no choice
It wouldn't matter that I had to break it with you
Going over and over brings no joy
It doesn't matter if I want to go somewhere new
At the end of the day, I have no choice
And if you're telling me that I've got so much to lose
All the talking about it, it's all noise
Nice and short
There must be something more
Life's a chore
What are wе living for?
Let it out
I can see it now
Tryin' to hold it down
I hear it now
You might also like
All the constants in your futurе bore you
Kinda makes your mind up for you
Knowing just what lies before you
Leaves you no surprise
It doesn't matter if I want to go somewhere new
At the end of the day, I have no choice
It wouldn't matter that I had to break it with you
Going over and over brings no joy
Nice and short
There must be something more
Life's a chore
What are we living for?"
3061313,Tame Impala,Vital Signs,"You're always trying
To hide in the night
And blink at the door
You'd let it go
Though you'll never know
When it all may be gone
We close our heart
We shut down our world
To rumors you know
Tore down the shield
Your future reveals
Where the feel's yet to go
You've gotta open up your mind and feel the love in your life
You've got to open up your heart feel the love in your life
You've gotta open up your mind and feel the love in your life
You've got to open up your heart feel the love in your life
Love in your lifer heart
And feel love in the light
They won't decide
Watch time glassing by
Then float away
You can't get ill
Just typewrite on in
To the rows we could play
Dissatisfied
You always have tried
To divert with goodbyes
Though what you seek
Who knows it could be
Right in front of your eyes
You might also likeYou've gotta open up your mind and feel the love in your life
You've got to open up your heart feel the love in your life
You've gotta open up your mind and feel the love in your life
You've got to open up your heart feel the love in your life
Love in your life
(Repeat to the end)"
226829,Tame Impala,Half Full Glass Of Wine,"Said you wouldn't be home late tonight
I gave up waiting at seventeen past midnight
Now my only company's a half full glass of wine
Leave me no choice but to plot my revenge
Leave me no choice but to plot my revenge
It's been so long
Since I've held your hand
You don't know how hard it can be
Thank God that I've been blessed with a patient mind
Cause' what I want to happen won't happen in a very long time
Now my only company's a half full glass of wine
Leave me no choice but to plot my revenge
Leave me no choice but to plot my revenge
Leave me no choice but to plot my revenge
You might also like
It's been so long
Since I've held your hand
You don't know how hard it can be
You don't know how hard it can be"
7225688,Tame Impala,The Boat I Row,"Many ways to go
It's hard to self-assure
When everyone's a pro
Saying, ""It's so obvious""
But really, they don't know (They don't know)
Just like a monster that is (Man or machine)
Only a shadow (A shadow)
From which I'm already runnin'
Easy, I suppose
And even if it takes
A hundred-thousand goes
The way's in front of me 'cause
That's the one I chose (I chose)
It's always starin' at you (Barely a choice)
That's the boat I row (I row)
And though it seems to be
Endless problems
Relentless
I know I'm oblivious
Bit overzealous
And possibly jealous
I run till I'm breathless
Try to suppress it
I couldn't bear it, so onward, I go
You might also like
Many ways to go
It's hard to self-assure
When everyone's a pro
Saying, ""It's so obvious""
But really, they don't know (They don't know)
Just like the monster that is (Man or machine)
Only a shadow (A shadow)
But you're already runnin'
Endless problems
Relentless
I know I'm oblivious
Bit overzealous
And possibly jealous
I run till I'm breathless
Try to suppress it
I couldn't bear it, so onward, I go"
136125,Tame Impala,Led Zeppelin,"Senses taking over
Thought you set me free
I've tried to get up
But it was pouring down on me
Keeps on burnin' deeper
Desperate for you to be
Seven psychiatrists couldn't drag it out of me
Ooh, this is what I need
Ooh, tell me you're allowed to let it show
Just like it was magic
I was far enough to see
Better than to get just what
A stranger did to me
Is it 'cause I lie?
Is it 'cause I don't?
Well, I just don't know
Keep on asking me
Darling, let me see (keep on asking)
I'd give anything to let it go"
1497345,Tame Impala,I Don’t Really Mind,"Shifting, shifting, shifting aloud
Like it makes so much difference to me
Huffing, puffing, marching around
Like I know how much better it should be
I know it looks like I disagree, nine-tenths of the time
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
Childhood puppy is old and gruff
Your mother wants to give him away
Pillar of strength was lifted off his deathbed
Three weeks ago today
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind
But I don't really mind..."
136121,Tame Impala,She Just Won’t Believe Me,"But she just won't believe me
She just won't believe me
I'd never be deceiving
But she just won't believe me"
1405046,Tame Impala,The Bold Arrow of Time,"Overhead ether flow moment
Colours run
Time, so
Slow
Slow
I've never seen the arrow of time fly so
Low
And time flows on"
3321421,Tame Impala,Powerlines,14 ContributorsThis song is an instrumental
